Name,Age,Experience (Years),Education Level,Hours Worked per week,Projects Completed,Performance Category
Amna Chaudhry,54,30,Master,5,14,Good
Sara Ashraf,53,18,Master,5,19,Average
Ayesha Qureshi,50,34,Bachelor,5,9,Good
Zain Sheikh,42,28,PhD,9,18,Average
Bilal Iqbal,42,0,PhD,4,18,Outstanding
Sara Malik,44,3,Bachelor,7,11,Excellent
Fatima Iqbal,27,27,Bachelor,6,11,Good
Zain Raza,43,17,Bachelor,7,8,Poor
Fatima Butt,59,25,High School,5,19,Average
Ali Sheikh,58,18,Bachelor,7,3,Good
Bilal Shah,29,5,Bachelor,4,0,Excellent
Ali Malik,56,0,Bachelor,8,15,Excellent
Usman Shah,32,7,Bachelor,8,0,Excellent
Ahmed Butt,45,32,Bachelor,6,12,Average
Sara Butt,42,20,PhD,6,2,Excellent
Ali Ashraf,23,23,Bachelor,7,11,Poor
Amna Shah,40,24,Master,6,8,Average
Zain Iqbal,49,18,High School,9,3,Low
Amna Shah,38,28,High School,4,1,Excellent
Ayesha Chaudhry,27,9,Bachelor,5,8,Excellent
Hassan Shah,40,11,High School,5,19,Average
Hassan Butt,59,32,High School,7,12,Average
Bilal Sheikh,49,6,Bachelor,5,13,Outstanding
Ahmed Iqbal,23,16,Bachelor,7,2,Average
Ahmed Butt,59,9,Master,6,17,Average
Hassan Sheikh,58,30,Bachelor,6,8,Average
Amna Iqbal,25,5,Master,9,14,Good
Ali Raza,43,16,Bachelor,9,9,Outstanding
Hassan Butt,47,17,Master,4,16,Average
Usman Sheikh,57,25,Bachelor,5,12,Low
Amna Ashraf,34,15,Master,9,0,Low
Ali Chaudhry,53,7,PhD,4,10,Poor
Bilal Malik,38,23,PhD,8,4,Average
Ali Ashraf,57,12,High School,9,8,Excellent
Zain Qureshi,40,28,Master,4,6,Good
Usman Iqbal,56,31,High School,7,6,Outstanding
Ahmed Malik,49,23,PhD,7,1,Excellent
Fatima Qureshi,22,15,Bachelor,4,18,Average
Fatima Qureshi,39,10,Bachelor,6,19,Average
Ayesha Butt,54,31,High School,8,17,Average
Usman Sheikh,33,5,High School,4,9,Low
Ahmed Chaudhry,29,34,Master,9,4,Average
Bilal Khan,45,32,PhD,6,15,Average
Ayesha Qureshi,37,17,Master,4,4,Average
Sara Sheikh,25,12,Master,5,14,Average
Hassan Khan,59,9,Master,9,15,Average
Ali Iqbal,48,25,Bachelor,9,3,Average
Fatima Malik,30,16,High School,7,13,Average
Usman Shah,37,0,High School,5,16,Low
Hassan Chaudhry,33,24,Bachelor,5,16,Good
Ayesha Chaudhry,52,33,Bachelor,9,15,Average
Hassan Ashraf,45,9,High School,8,8,Excellent
Bilal Butt,35,19,Bachelor,6,1,Low
Zain Sheikh,46,6,High School,7,10,Average
Ahmed Iqbal,55,15,PhD,5,14,Average
Hassan Butt,24,28,High School,7,2,Low
Hassan Sheikh,45,11,Bachelor,9,15,Average
Fatima Malik,30,16,Bachelor,6,18,Good
Zain Chaudhry,47,19,Bachelor,4,5,Average
Bilal Shah,41,25,High School,5,13,Low
Sara Shah,31,18,Bachelor,6,4,Average
Fatima Iqbal,40,11,High School,7,4,Low
Usman Butt,24,20,Bachelor,9,5,Good
Ayesha Malik,45,33,Bachelor,6,17,Good
Ahmed Khan,26,6,Bachelor,4,17,Low
Zain Qureshi,24,34,Master,6,18,Average
Amna Malik,48,14,Bachelor,9,1,Average
Amna Malik,37,0,Bachelor,7,16,Average
Sara Chaudhry,36,25,Bachelor,5,0,Average
Amna Chaudhry,56,34,Master,5,8,Average
Usman Chaudhry,33,24,Bachelor,8,12,Poor
Amna Raza,47,14,Master,7,3,Low
Hassan Iqbal,55,21,Master,8,4,Average
Usman Malik,44,5,Bachelor,8,17,Low
Amna Sheikh,52,14,Bachelor,9,9,Low
Usman Qureshi,41,23,Bachelor,9,3,Average
Sara Raza,33,20,High School,9,12,Low
Zain Butt,44,6,High School,4,12,Poor
Ali Iqbal,25,28,High School,7,16,Average
Zain Ashraf,44,31,Bachelor,5,7,Low
Bilal Chaudhry,22,31,Bachelor,7,3,Good
Usman Butt,46,4,Master,9,2,Poor
Usman Ashraf,23,3,Bachelor,4,10,Good
Bilal Sheikh,51,21,PhD,7,11,Average
Bilal Khan,24,17,PhD,7,8,Good
Amna Ashraf,42,34,PhD,8,14,Poor
Bilal Qureshi,46,16,Master,7,12,Excellent
Ali Malik,41,23,Bachelor,8,4,Good
Ali Iqbal,43,1,High School,8,4,Low
Ahmed Qureshi,42,12,Bachelor,6,18,Low
Ahmed Sheikh,54,14,Bachelor,9,10,Average
Ayesha Malik,59,4,Master,4,8,Excellent
Ahmed Qureshi,36,2,PhD,8,2,Average
Bilal Sheikh,36,2,Bachelor,7,17,Average
Usman Chaudhry,46,34,Bachelor,8,12,Low
Fatima Sheikh,42,22,Bachelor,8,11,Average
Usman Khan,45,27,High School,8,8,Average
Ayesha Shah,26,29,Bachelor,5,9,Average
Ali Ashraf,27,17,Bachelor,5,12,Poor
Ahmed Shah,44,32,Master,5,19,Poor
Fatima Qureshi,25,25,Bachelor,5,19,Good
Bilal Malik,48,16,PhD,6,12,Good
Usman Raza,39,6,Master,8,8,Average
Sara Chaudhry,42,7,Master,6,9,Excellent
Zain Raza,49,30,High School,7,18,Average
Hassan Iqbal,56,11,Master,9,5,Average
Amna Shah,43,30,Master,4,6,Good
Ali Qureshi,44,18,Bachelor,6,14,Good
Usman Ashraf,24,9,Bachelor,5,18,Excellent
Hassan Iqbal,31,11,PhD,5,13,Poor
Bilal Malik,46,19,High School,7,15,Low
Hassan Khan,29,6,Bachelor,8,13,Average
Bilal Raza,32,13,Bachelor,4,19,Average
Usman Qureshi,26,10,Master,6,1,Poor
Amna Chaudhry,58,6,Master,8,8,Average
Ali Raza,59,28,Bachelor,8,2,Average
Amna Sheikh,50,9,Bachelor,9,5,Average
Ayesha Chaudhry,26,28,PhD,9,4,Average
Bilal Butt,30,8,Master,6,13,Poor
Ali Iqbal,23,9,Master,6,14,Low
Sara Sheikh,22,18,Bachelor,6,17,Average
Fatima Iqbal,51,30,Bachelor,6,16,Average
Ahmed Raza,32,16,Bachelor,5,8,Excellent
Amna Shah,49,8,Master,8,18,Low
Amna Butt,33,32,High School,8,8,Excellent
Usman Khan,47,33,Bachelor,5,15,Average
Hassan Chaudhry,34,23,High School,8,5,Average
Ayesha Sheikh,29,8,Bachelor,6,7,Average
Usman Khan,49,6,Master,4,2,Average
Hassan Qureshi,51,15,High School,9,4,Average
Zain Qureshi,30,18,Master,9,6,Average
Bilal Ashraf,52,5,PhD,8,0,Average
Sara Chaudhry,42,10,Bachelor,4,3,Average
Amna Qureshi,55,11,Master,9,15,Good
Usman Sheikh,52,12,PhD,4,13,Average
Amna Chaudhry,46,11,PhD,5,0,Low
Ali Qureshi,33,20,Bachelor,7,3,Good
Ali Shah,22,9,High School,8,9,Good
Ali Sheikh,43,19,High School,5,10,Outstanding
Amna Qureshi,58,27,Master,5,6,Low
Bilal Raza,22,23,Master,4,3,Good
Zain Iqbal,22,4,Master,8,0,Excellent
Fatima Ashraf,42,11,Bachelor,5,0,Average
Ayesha Butt,36,34,Bachelor,6,16,Average
Ayesha Raza,38,1,Bachelor,5,9,Outstanding
Fatima Ashraf,43,8,Bachelor,6,4,Outstanding
Sara Butt,59,21,Master,7,6,Average
Zain Ashraf,56,4,Bachelor,6,7,Average
Usman Sheikh,37,11,Bachelor,6,1,Good
Usman Chaudhry,29,0,Bachelor,4,8,Poor
Hassan Khan,38,21,Bachelor,5,3,Average
Usman Sheikh,38,18,Bachelor,7,11,Outstanding
Bilal Iqbal,47,15,High School,5,10,Good
Hassan Shah,34,30,Bachelor,6,4,Excellent
Amna Malik,38,2,High School,9,11,Average
Ali Iqbal,59,22,Bachelor,6,3,Average
Usman Butt,38,17,Master,5,12,Outstanding
Ali Ashraf,35,25,Bachelor,7,0,Average
Bilal Chaudhry,27,12,Master,9,17,Good
Fatima Shah,56,17,Master,7,3,Average
Ahmed Khan,35,2,Bachelor,4,3,Low
Ali Butt,29,22,PhD,6,7,Poor
Fatima Raza,36,2,High School,6,19,Average
Hassan Khan,48,24,Master,4,5,Average
Sara Khan,34,26,PhD,5,3,Low
Ayesha Ashraf,52,26,Master,6,3,Average
Sara Malik,56,24,Bachelor,5,10,Average
Zain Qureshi,27,23,Bachelor,7,8,Good
Sara Raza,26,7,Bachelor,9,13,Poor
Hassan Ashraf,43,8,Master,9,3,Good
Usman Qureshi,44,29,Master,9,12,Poor
Hassan Chaudhry,46,18,Bachelor,8,5,Poor
Sara Khan,55,15,Bachelor,4,12,Low
Sara Shah,47,23,Master,9,2,Good
Ali Qureshi,26,20,Bachelor,6,6,Poor
Zain Iqbal,47,5,Master,4,0,Poor
Hassan Sheikh,41,4,Master,7,10,Low
Amna Raza,27,13,High School,7,1,Excellent
Zain Chaudhry,27,3,Master,7,4,Excellent
Zain Sheikh,39,7,Bachelor,7,13,Poor
Ali Chaudhry,25,23,Bachelor,8,12,Average
Ahmed Malik,38,10,PhD,5,15,Excellent
Ahmed Qureshi,35,16,Master,5,14,Poor
Zain Raza,35,20,Bachelor,9,2,Poor
Amna Qureshi,34,25,Bachelor,8,5,Poor
Sara Khan,28,26,Bachelor,5,8,Outstanding
Amna Chaudhry,36,15,Bachelor,7,2,Good
Ayesha Iqbal,40,25,High School,5,12,Low
Hassan Khan,56,32,Bachelor,4,12,Poor
Bilal Khan,38,30,High School,9,6,Outstanding
Fatima Shah,56,5,Bachelor,5,4,Average
Bilal Qureshi,40,7,Bachelor,4,7,Average
Ali Iqbal,41,6,PhD,6,7,Average
Hassan Butt,57,33,Master,4,6,Good
Fatima Iqbal,56,13,Bachelor,4,18,Low
Usman Raza,53,15,High School,7,6,Good
Usman Qureshi,45,8,Bachelor,7,3,Low
Bilal Iqbal,38,9,Bachelor,9,9,Poor
Hassan Ashraf,28,16,Bachelor,7,12,Average
Usman Shah,22,11,Master,4,3,Good
Sara Ashraf,56,5,Master,8,18,Average
Ali Chaudhry,53,18,Master,7,9,Poor
Usman Raza,57,28,Bachelor,7,6,Average
Bilal Malik,34,5,PhD,4,4,Good
Sara Raza,27,24,PhD,6,2,Good
Ahmed Ashraf,35,23,Bachelor,6,1,Average
Ayesha Malik,58,24,Bachelor,5,10,Poor
Ali Khan,36,15,Bachelor,9,9,Average
Hassan Shah,25,15,Bachelor,6,12,Average
Usman Chaudhry,37,5,Master,7,6,Excellent
Fatima Qureshi,49,20,Bachelor,8,9,Average
Sara Malik,37,3,High School,5,3,Average
Hassan Raza,25,33,Bachelor,9,19,Average
Fatima Khan,47,27,Bachelor,8,15,Average
Fatima Iqbal,49,27,Master,8,19,Average
Sara Malik,53,16,Bachelor,7,5,Average
Zain Chaudhry,23,13,Master,4,8,Excellent
Hassan Malik,52,6,Bachelor,4,12,Average
Hassan Chaudhry,24,21,Bachelor,4,6,Average
Ali Malik,29,0,Bachelor,6,17,Low
Usman Khan,45,28,Master,4,13,Good
Bilal Ashraf,36,30,High School,9,4,Poor
Ali Sheikh,52,29,Bachelor,7,12,Average
Usman Butt,30,14,Bachelor,6,7,Average
Usman Qureshi,23,17,Bachelor,9,14,Average
Zain Shah,29,34,PhD,4,18,Good
Ali Malik,28,29,Bachelor,9,8,Good
Usman Iqbal,37,33,Bachelor,8,5,Outstanding
Usman Qureshi,56,10,Bachelor,7,13,Average
Bilal Shah,51,26,Master,7,9,Average
Ali Chaudhry,31,23,Bachelor,9,8,Low
Bilal Raza,59,34,Master,5,16,Average
Zain Chaudhry,39,7,Master,7,12,Poor
Usman Butt,26,17,Bachelor,8,16,Good
Bilal Butt,50,12,Bachelor,7,18,Average
Bilal Chaudhry,55,23,Bachelor,5,12,Average
Zain Malik,44,22,Master,7,8,Average
Fatima Khan,26,11,High School,7,0,Average
Hassan Iqbal,51,29,Bachelor,5,0,Average
Fatima Chaudhry,27,30,Master,7,4,Average
Sara Malik,25,27,Bachelor,9,7,Excellent
Ali Khan,50,21,Bachelor,6,17,Good
Zain Malik,44,27,Bachelor,9,3,Average
Zain Raza,27,12,Bachelor,7,0,Average
Zain Sheikh,53,24,Bachelor,4,14,Average
Amna Qureshi,39,6,Bachelor,4,19,Good
Fatima Shah,36,5,PhD,6,3,Good
Hassan Chaudhry,53,23,Bachelor,7,8,Average
Hassan Sheikh,30,18,Master,8,19,Good
Sara Sheikh,58,18,Master,7,9,Low
Usman Khan,31,8,High School,4,14,Good
Ahmed Qureshi,41,28,Master,5,2,Low
Zain Shah,27,23,High School,6,1,Average
Amna Ashraf,24,4,PhD,5,4,Excellent
Ayesha Chaudhry,32,25,Master,8,0,Average
Amna Sheikh,38,13,Bachelor,7,10,Outstanding
Ahmed Butt,53,28,Bachelor,8,11,Low
Ayesha Chaudhry,25,5,Bachelor,5,2,Average
Fatima Qureshi,25,6,Bachelor,7,15,Good
Fatima Khan,38,17,Bachelor,9,13,Poor
Amna Chaudhry,40,22,Bachelor,9,11,Low
Ahmed Khan,26,0,Master,8,19,Poor
Sara Iqbal,53,3,Bachelor,9,15,Outstanding
Amna Khan,43,34,Master,9,7,Good
Bilal Ashraf,27,22,Master,4,16,Average
Sara Raza,56,26,Bachelor,9,16,Low
Sara Malik,43,25,Master,4,6,Poor
Fatima Raza,22,7,Bachelor,6,14,Average
Hassan Butt,41,15,High School,4,8,Outstanding
Zain Ashraf,43,2,Master,4,3,Good
Zain Chaudhry,32,31,Bachelor,5,7,Average
Fatima Chaudhry,34,4,Bachelor,4,9,Average
Ayesha Shah,24,19,Master,4,14,Outstanding
Fatima Sheikh,30,13,PhD,5,17,Average
Ali Butt,33,31,Master,4,13,Outstanding
Usman Butt,44,25,Master,9,4,Poor
Sara Khan,35,5,High School,4,8,Good
Sara Raza,54,4,Bachelor,6,12,Average
Hassan Chaudhry,39,12,Master,4,18,Good
Sara Raza,30,31,Bachelor,4,10,Average
Hassan Ashraf,44,15,Bachelor,6,11,Poor
Bilal Raza,31,0,Bachelor,5,2,Low
Bilal Sheikh,40,12,Master,9,1,Excellent
Usman Ashraf,26,10,Bachelor,4,14,Low
Usman Malik,44,7,Master,9,4,Outstanding
Fatima Khan,51,24,Bachelor,8,6,Good
Amna Malik,46,31,High School,9,3,Average
Ahmed Qureshi,49,23,Bachelor,5,4,Excellent
Hassan Raza,55,27,Bachelor,5,15,Good
Zain Ashraf,46,13,Master,4,14,Average
Usman Khan,31,2,High School,6,15,Poor
Sara Raza,35,26,Bachelor,5,3,Excellent
Ayesha Sheikh,51,19,Bachelor,6,5,Good
Sara Qureshi,46,14,Bachelor,8,17,Good
Ahmed Ashraf,35,26,High School,6,2,Good
Amna Raza,56,27,High School,7,4,Average
Ahmed Raza,55,24,PhD,6,1,Excellent
Usman Sheikh,31,32,Master,5,15,Poor
Ayesha Malik,56,13,Bachelor,6,5,Low
Usman Sheikh,32,7,Bachelor,6,14,Poor
Bilal Malik,32,13,Bachelor,7,17,Low
Fatima Raza,42,0,Bachelor,7,5,Average
Ayesha Butt,42,15,Master,4,12,Poor
Sara Ashraf,43,17,Master,5,12,Low
Fatima Sheikh,28,6,Bachelor,4,0,Low
Amna Chaudhry,38,14,Master,7,15,Good
Bilal Malik,23,23,High School,6,3,Average
Ali Sheikh,33,12,Bachelor,7,16,Average
Ahmed Raza,39,8,High School,8,17,Good
Sara Iqbal,32,14,High School,6,15,Average
Bilal Ashraf,37,34,PhD,4,0,Average
Fatima Chaudhry,39,23,Bachelor,6,5,Outstanding
Bilal Raza,56,32,High School,8,10,Poor
Usman Chaudhry,47,15,PhD,7,5,Average
Zain Raza,37,7,Master,5,16,Average
Amna Qureshi,27,28,Master,9,3,Good
Ahmed Ashraf,33,22,PhD,5,13,Good
Sara Khan,34,30,Bachelor,5,13,Poor
Ayesha Sheikh,25,13,Master,7,19,Good
Amna Chaudhry,23,29,Master,5,7,Good
Hassan Raza,47,26,Master,8,1,Low
Ali Butt,48,15,Master,7,4,Low
Zain Malik,48,5,Bachelor,5,3,Good
Ahmed Iqbal,36,32,Master,9,9,Low
Bilal Iqbal,29,17,Bachelor,4,19,Poor
Fatima Butt,28,15,Bachelor,7,2,Low
Amna Butt,33,11,High School,7,15,Poor
Ahmed Ashraf,34,19,PhD,6,9,Low
Fatima Iqbal,38,28,Bachelor,5,14,Average
Hassan Butt,38,29,Bachelor,4,3,Average
Hassan Qureshi,57,25,Bachelor,9,0,Excellent
Zain Shah,42,21,PhD,8,14,Low
Zain Khan,29,32,Bachelor,7,9,Average
Sara Raza,26,28,Master,8,19,Outstanding
Sara Butt,47,21,Master,8,17,Excellent
Sara Shah,37,12,Bachelor,8,15,Average
Sara Qureshi,57,8,Bachelor,6,8,Average
Bilal Shah,49,23,Master,8,18,Average
Zain Sheikh,50,14,PhD,5,16,Excellent
Fatima Qureshi,33,12,Master,5,9,Poor
Amna Malik,58,26,Bachelor,4,18,Average
Ahmed Malik,51,6,Master,4,7,Good
Ayesha Butt,44,7,Bachelor,9,18,Average
Amna Ashraf,37,13,Bachelor,8,4,Good
Sara Chaudhry,35,11,Master,8,1,Good
Usman Butt,31,16,Bachelor,6,14,Low
Amna Chaudhry,28,28,Master,8,16,Average
Fatima Shah,58,26,Bachelor,8,9,Average
Hassan Butt,50,0,Master,8,1,Good
Bilal Shah,24,33,Bachelor,7,8,Good
Fatima Butt,36,3,Bachelor,7,1,Good
Fatima Qureshi,57,23,Master,6,17,Poor
Bilal Khan,40,20,High School,6,11,Good
Ahmed Butt,34,32,High School,5,14,Average
Sara Qureshi,42,6,PhD,6,19,Average
Ali Ashraf,58,0,Bachelor,9,5,Average
Ali Qureshi,48,2,PhD,5,17,Good
Amna Iqbal,50,14,Bachelor,8,12,Good
Amna Malik,41,30,Bachelor,6,3,Average
Ayesha Raza,46,15,Master,9,11,Excellent
Ali Malik,27,9,Master,6,8,Low
Ali Ashraf,57,28,Bachelor,6,1,Average
Usman Iqbal,23,5,Bachelor,5,15,Average
Sara Ashraf,43,28,Master,5,0,Outstanding
Sara Ashraf,53,16,Bachelor,4,3,Poor
Ayesha Qureshi,37,21,Bachelor,5,14,Average
Ayesha Raza,39,23,Bachelor,5,19,Excellent
Zain Sheikh,26,16,Bachelor,7,0,Excellent
Amna Qureshi,57,20,Bachelor,6,19,Excellent
Usman Qureshi,51,10,Bachelor,5,14,Average
Ayesha Ashraf,40,6,Bachelor,6,2,Good
Bilal Shah,44,4,High School,6,12,Average
Zain Khan,55,20,High School,7,17,Average
Hassan Iqbal,34,17,Master,6,12,Low
Ahmed Shah,50,34,Bachelor,9,9,Good
Sara Raza,57,19,Master,5,19,Average
Sara Butt,43,14,Master,6,6,Average
Sara Iqbal,57,4,High School,4,7,Average
Zain Iqbal,30,12,Master,4,0,Low
Hassan Butt,40,11,High School,7,17,Low
Fatima Malik,59,20,Master,9,11,Average
Fatima Raza,27,5,PhD,5,17,Good
Bilal Shah,36,6,Bachelor,7,11,Low
Sara Butt,41,25,Master,4,19,Good
Hassan Iqbal,30,7,Bachelor,9,8,Good
Usman Ashraf,53,8,Bachelor,5,1,Good
Ahmed Chaudhry,25,26,Master,6,13,Average
Ahmed Qureshi,39,3,Bachelor,5,3,Good
Usman Butt,26,20,Bachelor,8,14,Poor
Fatima Ashraf,41,30,Bachelor,5,16,Average
Sara Shah,44,20,Master,6,18,Good
Bilal Shah,32,24,Bachelor,8,5,Outstanding
Amna Qureshi,58,14,PhD,9,8,Poor
Fatima Chaudhry,43,34,High School,7,16,Average
Usman Chaudhry,25,27,Bachelor,9,14,Excellent
Usman Sheikh,50,13,Master,5,4,Excellent
Ahmed Ashraf,55,3,Bachelor,7,17,Poor
Zain Chaudhry,34,19,Master,5,3,Average
Zain Chaudhry,30,33,Bachelor,4,1,Poor
Bilal Shah,52,11,High School,4,18,Good
Sara Shah,28,32,High School,6,4,Average
Ali Iqbal,25,23,PhD,9,3,Good
Bilal Raza,40,19,Bachelor,4,4,Excellent
Hassan Malik,51,4,Master,8,18,Outstanding
Fatima Chaudhry,52,29,Bachelor,8,12,Excellent
Hassan Qureshi,56,23,Bachelor,5,15,Low
Ali Sheikh,42,6,Bachelor,7,11,Low
Ali Iqbal,52,15,PhD,8,8,Average
Ahmed Khan,40,14,Master,5,15,Average
Zain Butt,52,22,Master,7,13,Poor
Usman Sheikh,53,11,High School,4,0,Average
Sara Malik,23,28,Bachelor,5,19,Excellent
Bilal Qureshi,31,14,Bachelor,7,3,Excellent
Sara Raza,23,28,PhD,6,8,Low
Ayesha Iqbal,23,20,Bachelor,9,18,Average
Ali Butt,45,14,Bachelor,9,13,Average
Usman Ashraf,38,13,Bachelor,6,11,Excellent
Amna Khan,53,15,Bachelor,8,3,Average
Ahmed Ashraf,37,14,High School,9,6,Outstanding
Bilal Shah,37,3,Master,7,16,Good
Ahmed Malik,52,26,Bachelor,6,0,Outstanding
Ahmed Iqbal,45,22,Master,8,13,Good
Bilal Butt,22,28,Master,5,14,Excellent
Ali Shah,32,8,Bachelor,5,11,Good
Sara Sheikh,42,6,Bachelor,7,11,Average
Sara Qureshi,25,3,High School,7,5,Low
Bilal Butt,28,4,PhD,7,12,Excellent
Ahmed Chaudhry,47,4,Bachelor,9,15,Poor
Zain Qureshi,33,10,Bachelor,7,13,Average
Zain Raza,52,27,Bachelor,6,6,Good
Amna Butt,38,15,Bachelor,6,15,Good
Ayesha Raza,54,29,Bachelor,8,8,Low
Usman Sheikh,32,3,Bachelor,6,13,Average
Hassan Malik,49,1,Master,9,6,Average
Bilal Chaudhry,53,2,Master,5,11,Average
Sara Iqbal,22,20,Bachelor,8,2,Excellent
Fatima Chaudhry,49,5,Bachelor,6,13,Good
Hassan Butt,28,17,Master,7,18,Outstanding
Hassan Chaudhry,23,4,High School,6,10,Poor
Usman Malik,45,8,Master,4,4,Average
Ayesha Butt,25,19,Bachelor,8,12,Good
Fatima Qureshi,40,27,Master,9,9,Average
Bilal Chaudhry,47,25,Bachelor,6,6,Average
Ahmed Shah,32,17,Bachelor,6,16,Outstanding
Sara Sheikh,32,18,Master,9,15,Excellent
Zain Shah,24,2,High School,5,7,Average
Hassan Shah,33,8,Bachelor,7,16,Average
Ahmed Chaudhry,24,30,Bachelor,7,12,Poor
Ali Shah,48,16,Master,5,10,Outstanding
Usman Raza,23,22,Bachelor,5,19,Good
Ahmed Qureshi,37,33,Master,4,17,Poor
Amna Qureshi,23,4,Bachelor,9,4,Low
Ali Raza,51,14,Bachelor,8,5,Good
Hassan Shah,41,2,Master,7,19,Poor
Amna Malik,59,18,High School,5,13,Excellent
Fatima Malik,49,27,Bachelor,5,11,Outstanding
Ali Iqbal,46,2,High School,9,3,Excellent
Fatima Shah,53,3,Bachelor,8,6,Good
Hassan Sheikh,31,23,Master,5,10,Average
Ayesha Raza,54,30,Bachelor,4,19,Poor
Amna Khan,34,10,Bachelor,8,1,Good
Hassan Khan,58,0,Bachelor,4,3,Average
Ali Butt,37,8,Bachelor,6,6,Average
Bilal Ashraf,43,16,Bachelor,7,0,Average
Bilal Raza,41,0,PhD,5,14,Low
Bilal Khan,48,2,Master,8,19,Average
Usman Qureshi,37,25,High School,4,7,Good
Ali Sheikh,55,30,High School,7,4,Average
Fatima Butt,53,25,PhD,7,13,Average
Hassan Butt,47,22,Bachelor,5,17,Average
Ali Malik,46,29,Bachelor,7,2,Poor
Amna Raza,23,9,Master,5,1,Excellent
Hassan Sheikh,33,7,Bachelor,6,15,Average
Hassan Qureshi,30,24,Bachelor,5,13,Low
Ahmed Sheikh,33,21,PhD,9,15,Average
Usman Chaudhry,47,14,Master,4,10,Outstanding
Ali Sheikh,30,9,Bachelor,9,16,Average
Ayesha Malik,31,19,High School,7,2,Average
Amna Shah,53,22,Bachelor,7,4,Average
Ahmed Malik,55,0,Master,7,2,Average
Usman Qureshi,41,1,Bachelor,5,14,Poor
Ahmed Butt,23,18,High School,8,4,Good
Fatima Sheikh,22,13,PhD,5,2,Average
Sara Khan,57,7,Bachelor,4,5,Good
Amna Raza,45,11,High School,5,13,Average
Hassan Khan,48,25,Bachelor,7,1,Low
Amna Malik,23,26,Bachelor,6,17,Good
Bilal Qureshi,52,28,Bachelor,4,5,Average
Hassan Khan,35,14,PhD,9,4,Good
Zain Khan,23,0,Master,6,13,Good
Usman Shah,50,27,Bachelor,4,16,Outstanding
Sara Raza,36,2,Bachelor,4,10,Poor
Fatima Raza,33,17,Bachelor,7,0,Poor
Sara Malik,58,33,Bachelor,9,9,Average
Usman Shah,49,31,High School,5,8,Average
Usman Khan,41,28,PhD,9,19,Average
Fatima Raza,45,24,Bachelor,7,11,Poor
Ali Raza,42,25,Bachelor,7,0,Average
Ali Sheikh,31,7,Bachelor,7,17,Low
Ahmed Khan,35,18,Bachelor,6,11,Good
Bilal Iqbal,58,21,High School,9,1,Good
Ali Ashraf,39,28,High School,9,0,Poor
Fatima Iqbal,45,32,Bachelor,4,0,Good
Sara Chaudhry,35,34,Master,8,0,Average
Sara Iqbal,55,2,Bachelor,5,11,Average
Bilal Shah,33,18,Bachelor,7,6,Low
Ali Raza,43,9,Bachelor,9,3,Good
Sara Malik,27,26,Master,9,19,Average
Fatima Ashraf,57,14,Bachelor,4,3,Poor
Ahmed Khan,57,10,High School,5,14,Outstanding
Bilal Ashraf,43,25,Bachelor,8,0,Average
Usman Shah,35,23,Master,8,5,Excellent
Sara Butt,37,12,High School,7,13,Average
Sara Malik,57,31,Bachelor,8,13,Good
Ayesha Chaudhry,46,3,High School,8,9,Good
Fatima Khan,53,12,High School,5,6,Excellent
Ali Raza,54,8,Bachelor,5,11,Outstanding
Bilal Qureshi,57,33,Bachelor,7,18,Excellent
Zain Butt,41,6,Master,9,8,Average
Ali Iqbal,39,0,Master,4,2,Good
Zain Sheikh,59,11,Bachelor,7,3,Good
Ayesha Malik,24,20,Bachelor,6,12,Poor
Zain Ashraf,44,10,Bachelor,8,9,Excellent
Bilal Sheikh,53,13,High School,4,13,Average
Fatima Sheikh,37,33,Master,9,5,Low
Fatima Butt,26,33,PhD,9,7,Average
Ali Ashraf,25,24,Bachelor,5,18,Average
Usman Chaudhry,42,3,High School,6,9,Average
Zain Butt,35,25,High School,9,4,Average
Bilal Iqbal,52,15,Master,6,4,Average
Sara Iqbal,35,9,Master,8,4,Average
Zain Khan,27,1,Master,5,8,Excellent
Sara Khan,33,34,Master,4,8,Average
Zain Malik,37,18,Bachelor,5,14,Average
Ayesha Raza,38,5,Master,8,8,Low
Bilal Raza,44,18,Master,9,13,Poor
Zain Malik,35,7,Bachelor,6,5,Average
Usman Sheikh,28,13,Bachelor,8,19,Poor
Fatima Butt,53,9,Master,9,7,Good
Ayesha Raza,36,2,Bachelor,7,1,Good
Ahmed Shah,38,28,Master,6,4,Average
Sara Khan,55,14,Master,8,16,Average
Sara Chaudhry,26,22,Master,4,9,Excellent
Hassan Ashraf,48,22,Master,4,13,Poor
Ahmed Qureshi,44,17,Bachelor,9,17,Average
Fatima Khan,35,18,Master,9,0,Excellent
Amna Shah,36,27,Bachelor,4,1,Excellent
Ayesha Khan,54,25,Bachelor,7,3,Average
Sara Ashraf,52,9,High School,5,12,Average
Fatima Raza,56,3,Bachelor,4,15,Poor
Sara Iqbal,38,1,Bachelor,9,4,Low
Usman Raza,49,2,PhD,9,9,Good
Sara Chaudhry,40,6,Bachelor,7,16,Poor
Bilal Iqbal,44,15,Bachelor,4,10,Excellent
Fatima Sheikh,53,30,Bachelor,7,4,Average
Hassan Khan,34,9,High School,4,14,Poor
Ali Butt,41,18,Master,5,3,Low
Ali Raza,56,27,Bachelor,8,6,Average
Usman Sheikh,26,16,Master,4,9,Poor
Sara Sheikh,30,27,Master,8,3,Good
Ali Sheikh,50,18,Bachelor,4,19,Excellent
Zain Iqbal,27,22,Master,5,4,Outstanding
